accuracy,loss,val_accuracy,val_loss
0.6902412176132202,0.5886710286140442,0.6948561668395996,0.5818375945091248
0.693716287612915,0.5847662091255188,0.6956660747528076,0.5817896723747253
0.6938454508781433,0.5843765139579773,0.6959109306335449,0.5812839865684509
0.6939988136291504,0.5841058492660522,0.6954212188720703,0.5817694664001465
0.6941037178039551,0.5840021967887878,0.6961934566497803,0.5815843939781189
0.6944226026535034,0.5839571356773376,0.6957602500915527,0.5813510417938232
0.6940795183181763,0.5838539004325867,0.6953270435333252,0.5816667675971985
0.694471001625061,0.583765983581543,0.6960239410400391,0.5812719464302063
0.6945840120315552,0.5837363004684448,0.6957979202270508,0.5809848308563232
0.6944023966789246,0.5836608409881592,0.6952328681945801,0.5819380879402161
0.6944871544837952,0.5836350917816162,0.6962311267852783,0.5811266303062439
0.6944952607154846,0.5835463404655457,0.6958732604980469,0.581972599029541
0.6944023966789246,0.5835201740264893,0.6948561668395996,0.5816680192947388
0.694567859172821,0.5834600329399109,0.6957790851593018,0.5812990665435791
0.6946768760681152,0.5834116339683533,0.6961557865142822,0.5811120271682739
0.694511353969574,0.5833654403686523,0.6957225799560547,0.5812860727310181
0.6943539977073669,0.5832729339599609,0.6960239410400391,0.5813268423080444
0.6947212219238281,0.5833086371421814,0.6958167552947998,0.5810007452964783
0.6942813396453857,0.5832133889198303,0.6954023838043213,0.5811248421669006
