accuracy,loss,val_accuracy,val_loss
0.46219494938850403,1.0212469100952148,0.46263208985328674,1.021227240562439
0.4664074182510376,1.0172117948532104,0.46691474318504333,1.0194932222366333
0.46698468923568726,1.0162849426269531,0.46491381525993347,1.0191327333450317
0.46811190247535706,1.015830397605896,0.4693368971347809,1.0178073644638062
0.4678232669830322,1.015444040298462,0.4688805341720581,1.0177600383758545
0.4684044420719147,1.0152201652526855,0.4692666828632355,1.0178707838058472
0.4683459401130676,1.014971375465393,0.4666339159011841,1.0190449953079224
0.4685136675834656,1.0147359371185303,0.46600204706192017,1.0185327529907227
0.4684044420719147,1.0145947933197021,0.4655105769634247,1.0175153017044067
0.46912992000579834,1.0144462585449219,0.46687963604927063,1.017876148223877
0.4688529968261719,1.014255404472351,0.46810826659202576,1.016985297203064
0.46991392970085144,1.0141266584396362,0.4689156413078308,1.0174287557601929
0.46943026781082153,1.013993501663208,0.4695475101470947,1.0168851613998413
0.4697032868862152,1.013988733291626,0.46923157572746277,1.0178359746932983
0.46912992000579834,1.0138565301895142,0.468389093875885,1.0172698497772217
0.46968379616737366,1.0137829780578613,0.4678625464439392,1.017762541770935
0.46992170810699463,1.0137393474578857,0.465475469827652,1.0178148746490479
0.4693249464035034,1.0136139392852783,0.46652859449386597,1.0173392295837402
0.4694887697696686,1.0135520696640015,0.4661775529384613,1.01751708984375
0.4695979952812195,1.0133588314056396,0.4683188796043396,1.0182217359542847
0.4696720838546753,1.0134254693984985,0.46758168935775757,1.0173875093460083
0.46960577368736267,1.0133105516433716,0.4693017899990082,1.0179725885391235
0.47005823254585266,1.0132311582565308,0.46972304582595825,1.0179823637008667
0.4701479375362396,1.0132129192352295,0.46859970688819885,1.017149806022644
0.47051069140434265,1.0130243301391602,0.4698985517024994,1.0176981687545776
0.46964478492736816,1.0130164623260498,0.46923157572746277,1.0178437232971191
0.46984371542930603,1.0129783153533936,0.4689156413078308,1.0170596837997437
0.4705730974674225,1.0128918886184692,0.4684944152832031,1.0166983604431152
0.46945756673812866,1.012758731842041,0.4690209627151489,1.017027497291565
0.470159649848938,1.0127508640289307,0.46958261728286743,1.017216682434082
0.47036245465278625,1.012694239616394,0.46972304582595825,1.0171637535095215
0.4711269438266754,1.0126140117645264,0.468389093875885,1.0168569087982178
0.47092804312705994,1.012600064277649,0.47010916471481323,1.0167880058288574
0.47062769532203674,1.0125068426132202,0.4682837724685669,1.0172353982925415
0.47044438123703003,1.012447476387024,0.46919646859169006,1.0177226066589355
0.4707213044166565,1.0122860670089722,0.46810826659202576,1.0181794166564941
0.4707993268966675,1.0124179124832153,0.4677572250366211,1.0173190832138062
0.4699646234512329,1.0124006271362305,0.4688103199005127,1.017073631286621
0.47122055292129517,1.0122437477111816,0.46635305881500244,1.0171900987625122
0.47107234597206116,1.0121662616729736,0.46866992115974426,1.0179874897003174
0.47069790959358215,1.012173056602478,0.4668094217777252,1.0170533657073975
0.4710138440132141,1.0121358633041382,0.4683539867401123,1.017038106918335
0.47066670656204224,1.0121031999588013,0.4677221179008484,1.017964243888855
0.47059258818626404,1.012133240699768,0.4693720042705536,1.0174685716629028
0.4713999927043915,1.012017011642456,0.46807315945625305,1.0176879167556763
0.47099822759628296,1.0119824409484863,0.467265784740448,1.0174262523651123
0.4708617329597473,1.0120220184326172,0.46856459975242615,1.0172910690307617
0.4710567593574524,1.0118616819381714,0.46754661202430725,1.0171695947647095
0.47126346826553345,1.0118236541748047,0.46698492765426636,1.0175734758377075
0.4706745147705078,1.0118441581726074,0.4689507484436035,1.0170845985412598
