accuracy,loss,val_accuracy,val_loss
0.6316290497779846,0.6609153151512146,0.6635870337486267,0.6155751943588257
0.6568247675895691,0.6235776543617249,0.6631124019622803,0.6137576699256897
0.6611511707305908,0.6183934807777405,0.6635870337486267,0.6136753559112549
0.6620593070983887,0.6164532899856567,0.6635870337486267,0.6135208010673523
0.6625642776489258,0.6160297393798828,0.6631124019622803,0.6137070655822754
0.6628366708755493,0.6154340505599976,0.6635870337486267,0.6134172677993774
0.6627131700515747,0.6153431534767151,0.6635870337486267,0.6136470437049866
0.6628294587135315,0.6154308319091797,0.6635870337486267,0.6135789155960083
0.6628512144088745,0.615281879901886,0.6635870337486267,0.6137641072273254
0.6632398962974548,0.6150420308113098,0.6631124019622803,0.6135066151618958
0.662753164768219,0.6148438453674316,0.6635870337486267,0.6138486266136169
0.6630691885948181,0.6150985360145569,0.6635870337486267,0.6134276986122131
0.6629783511161804,0.6148935556411743,0.6635870337486267,0.6133675575256348
0.6630147099494934,0.6147826910018921,0.6631124019622803,0.6135913133621216
0.6632508039474487,0.6147438883781433,0.6635870337486267,0.6133735775947571
0.6634578704833984,0.6148939728736877,0.6635870337486267,0.6136020421981812
0.6631200313568115,0.6147862076759338,0.6635870337486267,0.613547146320343
0.6631600260734558,0.6148470640182495,0.6635870337486267,0.6135215163230896
0.6632181406021118,0.6147892475128174,0.6635870337486267,0.6133413314819336
0.6633597612380981,0.6145598292350769,0.6635870337486267,0.6134862899780273
0.6633815765380859,0.6147095561027527,0.6635870337486267,0.6133592128753662
0.6635087132453918,0.6147933006286621,0.6635870337486267,0.6133236289024353
0.6629202365875244,0.6145375967025757,0.6631124019622803,0.6135129332542419
0.6634252071380615,0.6146051287651062,0.6635870337486267,0.6133905053138733
0.663428783416748,0.6144981980323792,0.6631124019622803,0.6135510206222534
0.6632326245307922,0.6146265864372253,0.6635870337486267,0.6136489510536194
0.6634252071380615,0.6147119402885437,0.6631124019622803,0.6135724186897278
0.6633888483047485,0.6146984696388245,0.6631124019622803,0.6134876608848572
0.6635704636573792,0.6145681738853455,0.6635870337486267,0.6134830713272095
0.6632943749427795,0.6146387457847595,0.6631124019622803,0.6133913993835449
0.6633416414260864,0.614545464515686,0.6631124019622803,0.6134034991264343
0.6632181406021118,0.6146968007087708,0.6635870337486267,0.6134247183799744
